term,gene
ko01100,R120277120
ko00562,R120105520
ko01100,R120105520
ko04011,R120105520
ko04070,R120105520
ko00514,R120091500
ko04931,R120091500
ko04115,R120376490
ko00785,R120027320
ko01100,R120027320
ko01240,R120027320
ko04141,R120013230
ko05014,R120013230
ko05022,R120013230
ko05134,R120013230
ko00073,R120119430
ko01100,R120119430
ko04144,R120282620
ko03008,R120340580
ko03013,R120340580
ko04724,R120346560
ko04727,R120346560
ko04974,R120346560
ko03010,R120051860
ko05171,R120051860
ko00190,R120302300
ko01100,R120302300
ko04714,R120302300
ko04723,R120302300
ko04932,R120302300
ko05010,R120302300
ko05012,R120302300
ko05014,R120302300
ko05016,R120302300
ko05020,R120302300
ko05022,R120302300
ko04016,R120024080
ko00190,R120216200
ko01100,R120216200
ko04714,R120216200
ko05010,R120216200
ko05012,R120216200
ko05014,R120216200
ko05016,R120216200
ko05020,R120216200
ko05022,R120216200
ko03018,R120001020
ko00460,R120316640
ko00500,R120316640
ko00940,R120316640
ko01100,R120316640
ko01110,R120316640
ko00330,R120082880
ko00410,R120082880
ko01100,R120082880
ko04075,R120101560
ko03013,R120334530
ko04130,R120050050
ko04144,R120339330
ko04361,R120105770
ko04145,R120143370
ko04540,R120143370
ko05010,R120143370
ko05012,R120143370
ko05014,R120143370
ko05016,R120143370
ko05020,R120143370
ko05022,R120143370
ko05130,R120143370
ko05132,R120143370
ko04016,R120136850
ko00052,R120369900
ko00500,R120369900
ko01100,R120369900
ko01110,R120369900
ko03018,R120020340
ko04613,R120223150
ko05034,R120223150
ko05203,R120223150
ko05322,R120223150
ko04075,R120228450
ko04614,R120062080
ko04974,R120062080
ko00330,R120051230
ko00410,R120051230
ko00770,R120051230
ko01100,R120051230
ko00250,R120096150
ko00520,R120096150
ko01100,R120096150
ko04931,R120096150
ko04626,R120040150
ko04110,R120131880
ko04213,R120131880
ko04330,R120131880
ko04613,R120131880
ko04919,R120131880
ko05016,R120131880
ko05031,R120131880
ko05034,R120131880
ko05165,R120131880
ko05169,R120131880
ko05200,R120131880
ko05202,R120131880
ko05203,R120131880
ko05206,R120131880
ko05220,R120131880
ko05010,R120141800
ko04310,R120272410
ko04712,R120115440
ko04016,R120289510
ko04075,R120289510
ko04626,R120289510
ko04011,R120267120
ko04110,R120267120
ko04114,R120267120
ko04151,R120267120
ko04390,R120267120
ko04391,R120267120
ko04621,R120267120
ko04722,R120267120
ko05160,R120267120
ko05203,R120267120
ko03013,R120103500
ko04626,R120062540
ko04144,R120285920
ko04961,R120285920
ko04962,R120285920
ko04972,R120285920
ko05164,R120285920
ko00440,R120228090
ko00564,R120228090
ko01100,R120228090
ko04144,R120033980
ko00900,R120239840
ko01100,R120239840
ko01110,R120239840
ko04712,R120274580
ko03013,R120290760
ko05168,R120290760
ko00965,R120322800
ko00190,R120124760
ko01100,R120124760
ko04260,R120124760
ko04714,R120124760
ko04932,R120124760
ko05010,R120124760
ko05012,R120124760
ko05014,R120124760
ko05016,R120124760
ko05020,R120124760
ko05022,R120124760
ko00601,R120145540
ko00603,R120145540
ko01100,R120145540
ko03013,R120332260
ko03410,R120130080
ko03010,R120022680
ko04712,R120072790
ko03010,R120113600
ko05171,R120113600
ko04139,R120109110
ko03420,R120216540
ko04120,R120216540
ko05170,R120216540
ko00010,R120267110
ko00071,R120267110
ko00350,R120267110
ko00625,R120267110
ko00626,R120267110
ko00680,R120267110
ko00830,R120267110
ko00980,R120267110
ko00982,R120267110
ko01100,R120267110
ko01110,R120267110
ko01120,R120267110
ko01200,R120267110
ko01220,R120267110
ko05204,R120267110
ko04075,R120056220
ko00906,R120078040
ko04141,R120110490
ko00940,R120159500
ko01100,R120159500
ko01110,R120159500
ko03040,R120325250
ko03010,R120318050
ko03410,R120379010
ko00190,R120129100
ko01100,R120129100
ko04714,R120129100
ko05010,R120129100
ko05012,R120129100
ko05014,R120129100
ko05016,R120129100
ko05020,R120129100
ko05022,R120129100
ko03010,R120272370
ko05171,R120272370
ko00900,R120354650
ko01110,R120354650
ko00940,R120047220
ko01100,R120047220
ko01110,R120047220
ko00500,R120038210
ko01100,R120038210
ko01110,R120038210
ko00010,R120266770
ko00053,R120266770
ko00071,R120266770
ko00280,R120266770
ko00310,R120266770
ko00330,R120266770
ko00340,R120266770
ko00380,R120266770
ko00410,R120266770
ko00561,R120266770
ko00620,R120266770
ko00625,R120266770
ko00770,R120266770
ko00903,R120266770
ko00981,R120266770
ko01100,R120266770
ko01110,R120266770
ko01120,R120266770
ko01240,R120266770
ko03013,R120320730
ko03015,R120320730
ko00052,R120270780
ko00520,R120270780
ko00541,R120270780
ko01100,R120270780
ko00290,R120001900
ko00770,R120001900
ko01100,R120001900
ko01110,R120001900
ko01210,R120001900
ko01230,R120001900
ko00240,R120094260
ko01100,R120094260
ko01240,R120094260
ko04011,R120257450
ko04110,R120257450
ko04114,R120257450
ko04151,R120257450
ko04390,R120257450
ko04391,R120257450
ko04621,R120257450
ko04722,R120257450
ko05160,R120257450
ko05203,R120257450
ko00190,R120100260
ko01100,R120100260
ko04714,R120100260
ko04723,R120100260
ko04932,R120100260
ko05010,R120100260
ko05012,R120100260
ko05014,R120100260
ko05016,R120100260
ko05020,R120100260
ko05022,R120100260
ko04146,R120014520
ko04120,R120380070
ko03030,R120349820
ko03420,R120349820
ko03430,R120349820
ko00520,R120298810
ko01100,R120298810
ko04016,R120298810
ko01522,R120187040
ko04110,R120187040
ko04218,R120187040
ko04934,R120187040
ko05160,R120187040
ko05161,R120187040
ko05163,R120187040
ko05166,R120187040
ko05167,R120187040
ko05169,R120187040
ko05200,R120187040
ko05206,R120187040
ko05212,R120187040
ko05214,R120187040
ko05215,R120187040
ko05218,R120187040
ko05219,R120187040
ko05220,R120187040
ko05222,R120187040
ko05223,R120187040
ko05224,R120187040
ko05225,R120187040
ko05226,R120187040
ko04138,R120099710
ko04144,R120099710
ko04530,R120099710
ko04666,R120099710
ko04810,R120099710
ko05100,R120099710
ko05130,R120099710
ko05131,R120099710
ko05132,R120099710
ko05135,R120099710
ko00830,R120380990
ko01100,R120380990
ko01240,R120380990
ko00010,R120262020
ko00053,R120262020
ko00071,R120262020
ko00280,R120262020
ko00310,R120262020
ko00330,R120262020
ko00340,R120262020
ko00380,R120262020
ko00410,R120262020
ko00561,R120262020
ko00620,R120262020
ko00625,R120262020
ko00770,R120262020
ko00903,R120262020
ko00981,R120262020
ko01100,R120262020
ko01110,R120262020
ko01120,R120262020
ko01240,R120262020
ko03410,R120185410
ko03015,R120321940
ko00904,R120205530
ko01100,R120205530
ko01110,R120205530
ko04137,R120110630
ko04139,R120110630
ko03050,R120043730
ko05010,R120043730
ko05012,R120043730
ko05014,R120043730
ko05016,R120043730
ko05017,R120043730
ko05020,R120043730
ko05022,R120043730
ko03015,R120013170
ko04071,R120013170
ko04113,R120013170
ko04114,R120013170
ko04151,R120013170
ko04152,R120013170
ko04261,R120013170
ko04728,R120013170
ko05165,R120013170
ko00440,R120117560
ko00564,R120117560
ko01100,R120117560
ko05231,R120117560
ko00562,R120154550
ko01100,R120154550
ko04070,R120154550
ko04136,R120195920
ko04137,R120195920
ko04138,R120195920
ko04140,R120195920
ko04211,R120195920
ko04213,R120195920
ko04216,R120195920
ko04621,R120195920
ko04622,R120195920
ko05131,R120195920
ko04613,R120186650
ko05034,R120186650
ko05203,R120186650
ko05322,R120186650
ko03013,R120227190
ko00500,R120001880
ko01100,R120001880
ko01110,R120001880
ko03010,R120090790
ko05171,R120090790
ko00514,R120211930
ko00561,R120364310
ko00564,R120364310
ko01100,R120364310
ko01110,R120364310
ko00020,R120243220
ko00640,R120243220
ko01100,R120243220
ko01110,R120243220
ko01120,R120243220
ko01200,R120243220
ko03060,R120043290
ko04072,R120341800
ko04144,R120341800
ko05110,R120341800
ko05130,R120341800
ko05131,R120341800
ko05132,R120341800
ko05134,R120341800
ko00564,R120017490
ko00592,R120017490
ko01100,R120017490
ko01110,R120017490
ko04130,R120001830
ko04626,R120282670
ko04120,R120372640
ko04630,R120372640
ko05160,R120372640
ko04216,R120173090
ko04217,R120173090
ko04978,R120173090
ko00196,R120199680
ko01100,R120199680
ko04361,R120301230
ko00051,R120294380
ko00520,R120294380
ko00541,R120294380
ko01100,R120294380
ko01110,R120294380
ko01240,R120294380
ko00860,R120164430
ko01100,R120164430
ko01110,R120164430
ko04016,R120232260
ko04626,R120232260
ko03030,R120116510
ko03410,R120116510
ko03420,R120116510
ko03430,R120116510
ko04110,R120116510
ko04530,R120116510
ko05161,R120116510
ko00270,R120135540
ko01100,R120135540
ko05206,R120135540
ko03008,R120166410
ko00860,R120290110
ko01100,R120290110
ko01110,R120290110
ko01240,R120290110
ko00030,R120241330
ko01100,R120241330
ko01110,R120241330
ko01120,R120241330
ko01200,R120241330
ko01230,R120241330
ko04075,R120304840
ko00230,R120046230
ko00232,R120046230
ko00983,R120046230
ko01100,R120046230
ko01110,R120046230
ko01120,R120046230
ko04146,R120046230
ko00520,R120225140
ko01100,R120225140
ko00380,R120085490
ko00630,R120085490
ko01100,R120085490
ko01110,R120085490
ko01200,R120085490
ko04011,R120085490
ko04016,R120085490
ko04068,R120085490
ko04146,R120085490
ko04211,R120085490
ko04212,R120085490
ko04213,R120085490
ko05014,R120085490
ko05022,R120085490
ko03040,R120002800
ko04137,R120295630
ko04214,R120295630
ko00860,R120157180
ko00970,R120157180
ko01100,R120157180
ko01110,R120157180
ko01120,R120157180
ko01240,R120157180
ko00270,R120177840
ko01100,R120177840
ko01110,R120177840
ko00908,R120054640
ko01110,R120054640
ko03050,R120175090
ko05010,R120175090
ko05012,R120175090
ko05014,R120175090
ko05016,R120175090
ko05017,R120175090
ko05020,R120175090
ko05022,R120175090
ko00051,R120273550
ko01100,R120273550
ko04066,R120273550
ko04152,R120273550
ko04120,R120047320
ko03010,R120087970
ko05171,R120087970
ko03010,R120295470
ko05171,R120295470
ko03008,R120192200
ko00190,R120190770
ko01100,R120190770
ko04714,R120190770
ko04723,R120190770
ko04932,R120190770
ko05010,R120190770
ko05012,R120190770
ko05014,R120190770
ko05016,R120190770
ko05020,R120190770
ko05022,R120190770
ko00908,R120229220
ko01110,R120229220
ko00564,R120089220
ko00480,R120097790
ko00980,R120097790
ko00982,R120097790
ko00983,R120097790
ko01100,R120097790
ko01524,R120097790
ko04212,R120097790
ko05200,R120097790
ko05204,R120097790
ko05225,R120097790
ko05418,R120097790
ko03022,R120367850
ko05016,R120367850
ko00906,R120300000
ko01100,R120300000
ko01110,R120300000
ko03010,R120278630
ko00900,R120186270
ko01110,R120186270
ko00100,R120326600
ko00909,R120326600
ko01100,R120326600
ko01110,R120326600
ko03018,R120193210
ko03015,R120066820
ko04071,R120066820
ko04111,R120066820
ko04113,R120066820
ko04114,R120066820
ko04151,R120066820
ko04152,R120066820
ko04261,R120066820
ko04350,R120066820
ko04390,R120066820
ko04391,R120066820
ko04530,R120066820
ko04728,R120066820
ko04730,R120066820
ko05142,R120066820
ko05160,R120066820
ko05165,R120066820
ko00230,R120127460
ko00240,R120127460
ko01100,R120127460
ko05169,R120127460
ko00040,R120318740
ko00051,R120318740
ko01100,R120318740
ko00970,R120096290
ko01100,R120096290
ko04910,R120180050
ko05132,R120180050
ko00196,R120023290
ko01100,R120023290
ko03050,R120073450
ko05010,R120073450
ko05012,R120073450
ko05014,R120073450
ko05016,R120073450
ko05017,R120073450
ko05020,R120073450
ko05022,R120073450
ko05169,R120073450
ko00908,R120144590
ko01110,R120144590
ko00220,R120132440
ko00330,R120132440
ko01100,R120132440
ko01110,R120132440
ko04626,R120132440
ko04016,R120302430
ko05206,R120017500
ko04934,R120097230
ko04075,R120153970
ko04068,R120096890
ko04110,R120096890
ko04114,R120096890
ko04115,R120096890
ko04151,R120096890
ko04218,R120096890
ko04914,R120096890
ko04934,R120096890
ko05160,R120096890
ko05161,R120096890
ko05162,R120096890
ko05165,R120096890
ko05166,R120096890
ko05169,R120096890
ko05200,R120096890
ko05203,R120096890
ko05215,R120096890
ko05222,R120096890
ko05226,R120096890
ko04612,R120179950
ko05017,R120179950
ko05152,R120179950
ko04120,R120300460
ko04141,R120066620
ko04151,R120066620
ko04626,R120066620
ko04657,R120066620
ko04915,R120066620
ko04918,R120066620
ko05132,R120066620
ko05200,R120066620
ko05215,R120066620
ko05418,R120066620
ko04130,R120091630
ko04721,R120091630
ko00513,R120234650
ko01100,R120234650
ko00500,R120271270
ko01100,R120271270
ko00270,R120391770
ko00920,R120391770
ko01100,R120391770
ko01120,R120391770
ko04122,R120391770
ko00040,R120022410
ko01100,R120022410
ko02020,R120022410
ko04626,R120051120
ko03020,R120169080
ko05016,R120169080
ko00020,R120219710
ko00720,R120219710
ko01100,R120219710
ko01110,R120219710
ko01120,R120219710
ko04138,R120359390
ko05132,R120359390
ko01522,R120229600
ko04110,R120229600
ko04218,R120229600
ko04934,R120229600
ko05160,R120229600
ko05161,R120229600
ko05163,R120229600
ko05166,R120229600
ko05167,R120229600
ko05169,R120229600
ko05200,R120229600
ko05206,R120229600
ko05212,R120229600
ko05214,R120229600
ko05215,R120229600
ko05218,R120229600
ko05219,R120229600
ko05220,R120229600
ko05222,R120229600
ko05223,R120229600
ko05224,R120229600
ko05225,R120229600
ko05226,R120229600
ko04120,R120106060
ko05130,R120127250
ko03010,R120380160
ko05171,R120380160
ko00905,R120047290
ko01100,R120047290
ko01110,R120047290
ko03010,R120337580
ko05171,R120337580
ko03018,R120014320
ko03010,R120290580
ko04142,R120046700
ko05170,R120046700
ko00240,R120079420
ko01100,R120079420
ko01240,R120079420
ko04140,R120348690
ko04144,R120348690
ko04152,R120348690
ko04530,R120348690
ko04972,R120348690
ko05014,R120348690
ko05022,R120348690
ko00330,R120326550
ko01100,R120326550
ko03013,R120083510
ko05416,R120083510
ko00620,R120204840
ko00710,R120204840
ko01100,R120204840
ko01120,R120204840
ko01200,R120204840
ko00562,R120221970
ko01100,R120221970
ko04070,R120221970
ko03010,R120054400
ko05171,R120054400
ko00061,R120001210
ko04141,R120167870
ko05014,R120167870
ko04016,R120293400
ko00190,R120238760
ko01100,R120238760
ko04714,R120238760
ko04723,R120238760
ko04932,R120238760
ko05010,R120238760
ko05012,R120238760
ko05014,R120238760
ko05016,R120238760
ko05020,R120238760
ko05022,R120238760
ko00310,R120342280
ko01100,R120342280
ko05206,R120342280
ko00480,R120203360
ko00980,R120203360
ko00982,R120203360
ko00983,R120203360
ko01100,R120203360
ko01524,R120203360
ko04212,R120203360
ko05200,R120203360
ko05204,R120203360
ko05225,R120203360
ko05418,R120203360
ko04141,R120133710
ko05130,R120133710
ko04218,R120207160
ko00190,R120028590
ko01100,R120028590
ko04714,R120028590
ko04723,R120028590
ko04932,R120028590
ko05010,R120028590
ko05012,R120028590
ko05014,R120028590
ko05016,R120028590
ko05020,R120028590
ko05022,R120028590
ko03008,R120044510
ko03040,R120230690
ko00440,R120141690
ko00564,R120141690
ko01100,R120141690
ko05231,R120141690
ko00061,R120272980
ko01100,R120272980
ko01212,R120272980
ko04910,R120259100
ko05132,R120259100
ko00790,R120354520
ko01240,R120354520
ko01523,R120354520
ko00196,R120121740
ko01100,R120121740
ko00940,R120100470
ko00592,R120215020
ko01100,R120215020
ko01110,R120215020
ko00970,R120349370
ko01521,R120239150
ko03013,R120239150
ko04066,R120239150
ko04150,R120239150
ko04151,R120239150
ko04211,R120239150
ko04910,R120239150
ko04110,R120290870
ko04111,R120290870
ko04114,R120290870
ko04120,R120290870
ko04141,R120290870
ko04310,R120290870
ko04341,R120290870
ko04350,R120290870
ko04710,R120290870
ko05131,R120290870
ko05132,R120290870
ko05170,R120290870
ko05200,R120290870
ko00130,R120249550
ko01100,R120249550
ko01110,R120249550
ko01240,R120249550
ko00270,R120071010
ko00480,R120071010
ko01100,R120071010
ko01240,R120071010
ko04216,R120071010
ko00040,R120093310
ko01100,R120093310
ko03008,R120111800
ko04113,R120380800
ko00020,R120046990
ko00630,R120046990
ko00720,R120046990
ko01100,R120046990
ko01110,R120046990
ko01120,R120046990
ko01200,R120046990
ko01210,R120046990
ko01230,R120046990
ko00040,R120077570
ko01100,R120077570
ko03008,R120309210
ko03040,R120309210
ko03010,R120187820
ko05171,R120187820
ko00830,R120325690
ko01100,R120325690
ko04146,R120325690
ko04110,R120212010
ko04152,R120212010
ko04218,R120212010
ko04914,R120212010
ko05161,R120212010
ko05165,R120212010
ko05166,R120212010
ko05169,R120212010
ko05200,R120212010
ko05202,R120212010
ko05203,R120212010
ko05221,R120212010
ko03010,R120117960
ko05171,R120117960
ko04530,R120141580
ko04612,R120141580
ko00010,R120257960
ko00710,R120257960
ko01100,R120257960
ko01110,R120257960
ko01120,R120257960
ko01200,R120257960
ko01230,R120257960
ko04066,R120257960
ko04141,R120136380
ko03010,R120297440
ko05171,R120297440
ko05164,R120390050
ko04016,R120342480
ko04075,R120342480
ko03060,R120050920
ko00260,R120114510
ko01100,R120114510
ko04141,R120215100
ko04151,R120215100
ko04626,R120215100
ko04657,R120215100
ko04915,R120215100
ko04918,R120215100
ko05132,R120215100
ko05200,R120215100
ko05215,R120215100
ko05418,R120215100
ko04962,R120040850
ko05132,R120040850
ko04142,R120049120
ko04210,R120049120
ko04626,R120049120
ko00562,R120074830
ko01100,R120074830
ko01521,R120074830
ko04068,R120074830
ko04070,R120074830
ko04071,R120074830
ko04115,R120074830
ko04140,R120074830
ko04150,R120074830
ko04151,R120074830
ko04212,R120074830
ko04218,R120074830
ko04361,R120074830
ko04510,R120074830
ko04931,R120074830
ko05165,R120074830
ko05166,R120074830
ko05200,R120074830
ko05206,R120074830
ko05213,R120074830
ko05214,R120074830
ko05215,R120074830
ko05218,R120074830
ko05222,R120074830
ko05224,R120074830
ko05225,R120074830
ko05230,R120074830
ko05235,R120074830
ko03018,R120109820
ko00460,R120294940
ko00500,R120294940
ko00940,R120294940
ko01100,R120294940
ko01110,R120294940
ko00260,R120262690
ko00460,R120262690
ko00630,R120262690
ko00670,R120262690
ko00680,R120262690
ko01100,R120262690
ko01110,R120262690
ko01120,R120262690
ko01200,R120262690
ko01230,R120262690
ko01240,R120262690
ko01523,R120262690
ko00940,R120350920
ko01100,R120350920
ko01110,R120350920
ko04010,R120051340
ko03008,R120033780
ko04064,R120033780
ko04137,R120033780
ko04139,R120033780
ko04310,R120033780
ko04520,R120033780
ko04712,R120033780
ko05010,R120033780
ko05020,R120033780
ko05022,R120033780
ko05162,R120033780
ko05235,R120033780
ko00561,R120166060
ko00830,R120166060
ko01100,R120166060
ko04975,R120166060
ko03018,R120274810
ko03013,R120393710
ko03010,R120207240
ko05171,R120207240
ko04621,R120247970
ko04626,R120247970
ko00790,R120059480
ko01240,R120059480
ko00520,R120298000
ko01100,R120298000
ko00230,R120286350
ko00983,R120286350
ko01100,R120286350
ko01110,R120286350
ko03040,R120331000
ko04612,R120189400
ko05017,R120189400
ko05152,R120189400
ko04714,R120056260
ko00970,R120327450
ko01100,R120327450
ko00562,R120327050
ko01100,R120327050
ko04070,R120327050
ko03040,R120152110
ko05203,R120243600
ko02010,R120341850
ko04976,R120341850
ko05206,R120341850
ko05226,R120341850
ko04144,R120119610
ko00940,R120206940
ko00941,R120206940
ko00945,R120206940
ko01100,R120206940
ko01110,R120206940
ko00380,R120281080
