term,gene
ko03015,R120104780
ko04071,R120104780
ko04111,R120104780
ko04151,R120104780
ko04152,R120104780
ko04261,R120104780
ko04390,R120104780
ko04391,R120104780
ko04530,R120104780
ko04728,R120104780
ko05142,R120104780
ko05160,R120104780
ko05165,R120104780
ko00280,R120133390
ko01100,R120133390
ko04914,R120381120
ko03420,R120031000
ko03010,R120096360
ko05171,R120096360
ko04626,R120378390
ko03013,R120335850
ko05416,R120335850
ko03008,R120011410
ko04016,R120019270
ko04075,R120019270
ko00270,R120050800
ko00920,R120050800
ko01100,R120050800
ko01110,R120050800
ko01120,R120050800
ko01200,R120050800
ko01230,R120050800
ko04621,R120163070
ko05012,R120163070
ko05132,R120163070
ko05418,R120163070
ko00520,R120096670
ko01100,R120096670
ko00620,R120123980
ko01100,R120123980
ko01120,R120123980
ko03008,R120182570
ko03013,R120182570
ko03010,R120010220
ko04142,R120165800
ko03440,R120261600
ko03460,R120261600
ko00051,R120318820
ko00500,R120318820
ko00520,R120318820
ko01100,R120318820
ko01110,R120318820
ko03010,R120284760
ko05171,R120284760
ko00982,R120284310
ko03015,R120309740
ko04022,R120309740
ko04024,R120309740
ko04113,R120309740
ko04114,R120309740
ko04218,R120309740
ko04261,R120309740
ko04270,R120309740
ko04390,R120309740
ko04510,R120309740
ko04611,R120309740
ko04720,R120309740
ko04728,R120309740
ko04750,R120309740
ko04810,R120309740
ko04910,R120309740
ko04921,R120309740
ko04931,R120309740
ko05031,R120309740
ko05034,R120309740
ko05168,R120309740
ko05205,R120309740
ko04130,R120401430
ko04721,R120401430
ko00380,R120362040
ko01100,R120362040
ko01521,R120297050
ko01522,R120297050
ko04012,R120297050
ko04066,R120297050
ko04140,R120297050
ko04150,R120297050
ko04151,R120297050
ko04152,R120297050
ko04211,R120297050
ko04212,R120297050
ko04213,R120297050
ko04350,R120297050
ko04361,R120297050
ko04371,R120297050
ko04666,R120297050
ko04714,R120297050
ko04910,R120297050
ko04931,R120297050
ko05131,R120297050
ko05163,R120297050
ko05165,R120297050
ko05170,R120297050
ko05200,R120297050
ko05205,R120297050
ko05210,R120297050
ko05212,R120297050
ko05221,R120297050
ko05224,R120297050
ko05225,R120297050
ko05226,R120297050
ko05231,R120297050
ko05235,R120297050
ko00250,R120048860
ko00260,R120048860
ko00270,R120048860
ko00280,R120048860
ko01100,R120048860
ko01110,R120048860
ko03040,R120117060
ko04146,R120097990
ko04075,R120302020
ko00062,R120197780
ko01100,R120197780
ko01110,R120197780
ko04626,R120197780
ko03010,R120022060
ko03018,R120120420
ko00010,R120136710
ko00051,R120136710
ko00562,R120136710
ko00710,R120136710
ko01100,R120136710
ko01110,R120136710
ko01120,R120136710
ko01200,R120136710
ko01230,R120136710
ko00380,R120157310
ko01100,R120157310
ko00030,R120211670
ko01100,R120211670
ko01110,R120211670
ko01120,R120211670
ko01200,R120211670
ko03015,R120249140
ko05164,R120249140
ko00020,R120342600
ko00270,R120342600
ko00620,R120342600
ko00630,R120342600
ko00710,R120342600
ko01100,R120342600
ko01110,R120342600
ko01120,R120342600
ko01200,R120342600
ko04011,R120099820
ko04110,R120099820
ko04114,R120099820
ko04151,R120099820
ko04390,R120099820
ko04391,R120099820
ko04621,R120099820
ko04722,R120099820
ko05160,R120099820
ko05203,R120099820
ko00940,R120166700
ko04721,R120381310
ko04723,R120381310
ko04727,R120381310
ko05032,R120381310
ko05033,R120381310
ko03040,R120283160
ko04075,R120079260
ko04068,R120010110
ko04136,R120010110
ko04138,R120010110
ko04140,R120010110
ko04621,R120010110
ko04622,R120010110
ko05131,R120010110
ko00510,R120269640
ko00513,R120269640
ko01100,R120269640
ko00944,R120031150
ko01100,R120031150
ko01110,R120031150
ko04666,R120083120
ko04810,R120083120
ko05203,R120083120
ko00630,R120064540
ko00670,R120064540
ko00970,R120215040
ko01100,R120215040
ko04142,R120371290
ko05170,R120371290
ko04068,R120015320
ko04136,R120015320
ko04137,R120015320
ko04138,R120015320
ko04139,R120015320
ko04140,R120015320
ko04212,R120015320
ko04371,R120015320
ko04621,R120015320
ko04727,R120015320
ko05014,R120015320
ko05022,R120015320
ko05131,R120015320
ko05167,R120015320
ko03013,R120274710
ko04144,R120064640
ko04961,R120064640
ko04962,R120064640
ko04972,R120064640
ko05164,R120064640
ko04016,R120137880
ko04075,R120137880
ko04130,R120359150
ko04721,R120359150
ko00480,R120134380
ko00590,R120134380
ko01100,R120134380
ko04918,R120134380
ko05014,R120134380
ko05016,R120134380
ko05022,R120134380
ko03018,R120140750
ko04621,R120357090
ko05012,R120357090
ko05132,R120357090
ko05418,R120357090
ko00040,R120297990
ko01100,R120297990
ko02020,R120297990
ko04136,R120027030
ko04138,R120027030
ko04140,R120027030
ko05167,R120027030
ko04612,R120295860
ko05017,R120295860
ko05152,R120295860
ko00561,R120298320
ko00564,R120298320
ko01100,R120298320
ko01110,R120298320
ko04146,R120118640
ko00010,R120032240
ko00620,R120032240
ko00710,R120032240
ko00720,R120032240
ko01100,R120032240
ko01110,R120032240
ko01120,R120032240
ko01200,R120032240
ko04626,R120141160
ko05145,R120141160
ko00240,R120039280
ko00983,R120039280
ko01100,R120039280
ko01240,R120039280
ko03008,R120342430
ko04064,R120342430
ko04137,R120342430
ko04139,R120342430
ko04310,R120342430
ko04520,R120342430
ko04712,R120342430
ko05010,R120342430
ko05020,R120342430
ko05022,R120342430
ko05162,R120342430
ko05235,R120342430
ko00511,R120117410
ko00513,R120117410
ko00520,R120117410
ko00531,R120117410
ko00603,R120117410
ko00604,R120117410
ko01100,R120117410
ko04142,R120117410
ko00940,R120326860
ko01110,R120326860
ko00230,R120263230
ko00240,R120263230
ko00480,R120263230
ko00983,R120263230
ko01100,R120263230
ko04068,R120201730
ko04136,R120201730
ko04137,R120201730
ko04138,R120201730
ko04139,R120201730
ko04140,R120201730
ko04212,R120201730
ko04371,R120201730
ko04621,R120201730
ko04727,R120201730
ko05014,R120201730
ko05022,R120201730
ko05131,R120201730
ko05167,R120201730
ko04120,R120217890
ko00830,R120208930
ko01100,R120208930
ko01240,R120208930
ko03010,R120211440
ko05171,R120211440
ko03010,R120362390
ko05171,R120362390
ko03040,R120011560
ko04144,R120132150
ko03030,R120282530
ko03420,R120282530
ko03430,R120282530
ko04742,R120106430
ko04973,R120106430
ko00053,R120081290
ko00562,R120081290
ko01100,R120081290
ko00600,R120252600
ko01100,R120252600
ko00100,R120073010
ko00909,R120073010
ko01100,R120073010
ko01110,R120073010
ko00904,R120078650
ko01110,R120078650
ko03010,R120016980
ko05171,R120016980
ko00592,R120123880
ko01100,R120123880
ko01110,R120123880
ko00561,R120276350
ko00564,R120276350
ko01100,R120276350
ko04141,R120272660
ko04145,R120272660
ko04612,R120272660
ko05142,R120272660
ko05163,R120272660
ko05166,R120272660
ko05168,R120272660
ko05169,R120272660
ko05170,R120272660
ko00190,R120243060
ko01100,R120243060
ko04714,R120243060
ko04723,R120243060
ko04932,R120243060
ko05010,R120243060
ko05012,R120243060
ko05014,R120243060
ko05016,R120243060
ko05020,R120243060
ko05022,R120243060
ko00240,R120078430
ko01100,R120078430
ko01240,R120078430
ko01521,R120105300
ko01522,R120105300
ko04012,R120105300
ko04066,R120105300
ko04072,R120105300
ko04113,R120105300
ko04136,R120105300
ko04138,R120105300
ko04139,R120105300
ko04140,R120105300
ko04150,R120105300
ko04151,R120105300
ko04152,R120105300
ko04211,R120105300
ko04212,R120105300
ko04213,R120105300
ko04218,R120105300
ko04361,R120105300
ko04371,R120105300
ko04613,R120105300
ko04630,R120105300
ko04659,R120105300
ko04714,R120105300
ko04910,R120105300
ko04919,R120105300
ko04920,R120105300
ko04930,R120105300
ko04931,R120105300
ko04935,R120105300
ko05010,R120105300
ko05014,R120105300
ko05016,R120105300
ko05017,R120105300
ko05022,R120105300
ko05131,R120105300
ko05163,R120105300
ko05165,R120105300
ko05167,R120105300
ko05168,R120105300
ko05170,R120105300
ko05200,R120105300
ko05205,R120105300
ko05206,R120105300
ko05210,R120105300
ko05212,R120105300
ko05214,R120105300
ko05215,R120105300
ko05221,R120105300
ko05224,R120105300
ko05225,R120105300
ko05226,R120105300
ko05230,R120105300
ko05231,R120105300
ko05235,R120105300
ko04137,R120157610
ko04214,R120157610
ko03018,R120031930
ko00940,R120048110
ko01100,R120048110
ko01110,R120048110
ko00561,R120207090
ko00830,R120207090
ko01100,R120207090
ko04975,R120207090
ko00510,R120098550
ko01100,R120098550
ko04141,R120098550
ko04075,R120144270
ko01524,R120187640
ko04978,R120187640
ko05130,R120113310
ko00195,R120116880
ko03008,R120221760
ko03008,R120163000
ko04064,R120163000
ko04137,R120163000
ko04139,R120163000
ko04310,R120163000
ko04520,R120163000
ko04712,R120163000
ko05010,R120163000
ko05020,R120163000
ko05022,R120163000
ko05162,R120163000
ko05235,R120163000
ko00230,R120192160
ko01100,R120192160
ko03010,R120092900
ko05171,R120092900
ko03013,R120110480
ko05014,R120110480
ko00620,R120051030
ko01100,R120051030
ko04016,R120094710
ko04075,R120094710
ko04626,R120094710
ko00061,R120096840
ko00071,R120096840
ko01100,R120096840
ko01212,R120096840
ko02024,R120096840
ko03320,R120096840
ko04146,R120096840
ko04216,R120096840
ko04714,R120096840
ko04920,R120096840
ko03010,R120118710
ko05171,R120118710
ko03040,R120308320
ko04144,R120234080
ko00970,R120040050
ko04075,R120145510
ko00010,R120165770
ko00051,R120165770
ko00052,R120165770
ko00500,R120165770
ko00520,R120165770
ko00521,R120165770
ko00524,R120165770
ko01100,R120165770
ko01110,R120165770
ko01120,R120165770
ko01200,R120165770
ko04066,R120165770
ko04910,R120165770
ko04930,R120165770
ko04973,R120165770
ko05131,R120165770
ko05230,R120165770
ko04626,R120369940
ko00790,R120026460
ko01100,R120026460
ko01240,R120026460
ko01523,R120026460
ko04110,R120298730
ko04218,R120298730
ko04350,R120298730
ko05165,R120298730
ko05203,R120298730
ko00220,R120197490
ko00250,R120197490
ko00270,R120197490
ko00330,R120197490
ko00350,R120197490
ko00360,R120197490
ko00400,R120197490
ko00710,R120197490
ko00950,R120197490
ko00960,R120197490
ko01100,R120197490
ko01110,R120197490
ko01120,R120197490
ko01200,R120197490
ko01210,R120197490
ko01230,R120197490
ko00906,R120216930
ko04138,R120256780
ko04144,R120256780
ko00190,R120155040
ko01100,R120155040
ko00062,R120326650
ko01100,R120326650
ko01110,R120326650
ko04626,R120326650
ko02010,R120227470
ko04976,R120227470
ko05206,R120227470
ko05226,R120227470
ko00592,R120019220
ko04016,R120097610
ko04218,R120181730
ko00480,R120328160
ko01100,R120328160
ko02010,R120069410
ko04976,R120069410
ko05206,R120069410
ko05226,R120069410
ko03008,R120061540
ko05130,R120122540
ko00561,R120307590
ko00564,R120307590
ko01100,R120307590
ko01110,R120307590
ko04144,R120256390
ko03013,R120260790
ko05418,R120260790
ko00072,R120200860
ko00280,R120200860
ko00650,R120200860
ko00900,R120200860
ko01100,R120200860
ko01110,R120200860
ko03320,R120200860
ko04142,R120328770
ko04216,R120328770
ko04978,R120328770
ko04068,R120346260
ko04140,R120346260
ko04150,R120346260
ko04151,R120346260
ko04152,R120346260
ko04211,R120346260
ko04213,R120346260
ko04361,R120346260
ko04371,R120346260
ko04530,R120346260
ko04710,R120346260
ko04714,R120346260
ko04910,R120346260
ko04920,R120346260
ko04921,R120346260
ko04922,R120346260
ko04931,R120346260
ko04932,R120346260
ko05410,R120346260
ko05418,R120346260
ko03060,R120001500
ko03040,R120030710
ko00260,R120193450
ko00261,R120193450
ko00270,R120193450
ko00300,R120193450
ko01100,R120193450
ko01110,R120193450
ko01120,R120193450
ko01210,R120193450
ko01230,R120193450
ko00562,R120197770
ko01100,R120197770
ko04070,R120197770
ko03010,R120261890
ko05171,R120261890
ko04144,R120077350
ko04130,R120001760
ko04110,R120037410
ko04111,R120037410
ko04113,R120037410
ko04114,R120037410
ko05166,R120037410
ko03008,R120269940
ko00260,R120181820
ko00630,R120181820
ko01100,R120181820
ko01110,R120181820
ko01120,R120181820
ko01200,R120181820
ko00562,R120170870
ko01100,R120170870
ko01521,R120170870
ko04068,R120170870
ko04070,R120170870
ko04071,R120170870
ko04115,R120170870
ko04140,R120170870
ko04150,R120170870
ko04151,R120170870
ko04212,R120170870
ko04218,R120170870
ko04361,R120170870
ko04510,R120170870
ko04931,R120170870
ko05165,R120170870
ko05166,R120170870
ko05200,R120170870
ko05206,R120170870
ko05213,R120170870
ko05214,R120170870
ko05215,R120170870
ko05218,R120170870
ko05222,R120170870
ko05224,R120170870
ko05225,R120170870
ko05230,R120170870
ko05235,R120170870
ko00940,R120143800
ko01100,R120143800
ko01110,R120143800
ko03040,R120299300
ko00940,R120274180
ko01100,R120274180
ko01110,R120274180
ko00062,R120251670
ko01100,R120251670
ko01110,R120251670
ko04626,R120251670
ko00592,R120255110
ko04145,R120035840
ko04540,R120035840
ko05010,R120035840
ko05012,R120035840
ko05014,R120035840
ko05016,R120035840
ko05020,R120035840
ko05022,R120035840
ko05130,R120035840
ko05132,R120035840
ko00500,R120313610
ko01100,R120313610
ko05134,R120115400
ko04360,R120236820
ko04666,R120236820
ko04810,R120236820
ko05133,R120236820
ko05170,R120236820
ko04910,R120297390
ko05132,R120297390
ko03010,R120125210
ko04120,R120125210
ko04137,R120125210
ko05012,R120125210
ko05022,R120125210
ko05131,R120125210
ko05167,R120125210
ko05171,R120125210
ko03022,R120283920
ko00564,R120374300
ko01100,R120374300
ko05231,R120374300
ko00561,R120075420
ko01100,R120075420
ko00280,R120325520
ko00410,R120325520
ko00640,R120325520
ko01100,R120325520
ko01200,R120325520
ko04144,R120254800
ko04217,R120254800
ko00440,R120145960
ko00564,R120145960
ko01100,R120145960
ko04721,R120119620
ko04013,R120170430
ko04115,R120170430
ko04120,R120170430
ko04310,R120170430
ko04016,R120033960
ko04075,R120033960
ko00940,R120032650
ko01100,R120032650
ko01110,R120032650
ko00330,R120089590
ko01100,R120089590
ko00230,R120380230
ko00240,R120380230
ko01100,R120380230
ko05169,R120380230
ko03010,R120046070
ko00562,R120218000
ko01100,R120218000
ko04070,R120218000
ko04075,R120084280
ko00195,R120008430
ko00100,R120148760
ko01100,R120148760
ko01110,R120148760
ko04138,R120000490
ko05132,R120000490
ko03010,R120181250
ko05171,R120181250
ko03040,R120272210
ko04915,R120069900
ko03018,R120088610
ko04112,R120076840
ko04212,R120076840
ko03013,R120346630
ko05168,R120346630
ko04931,R120310720
ko00190,R120310370
ko00195,R120310370
ko01100,R120310370
ko04020,R120241270
ko04022,R120241270
ko04217,R120241270
ko04218,R120241270
ko04613,R120241270
ko05010,R120241270
ko05012,R120241270
ko05016,R120241270
ko05017,R120241270
ko05020,R120241270
ko05022,R120241270
ko05164,R120241270
ko05166,R120241270
ko03040,R120242520
ko01524,R120124940
ko02020,R120124940
ko04115,R120124940
ko04210,R120124940
ko04214,R120124940
ko04215,R120124940
ko04932,R120124940
ko05010,R120124940
ko05012,R120124940
ko05014,R120124940
ko05016,R120124940
ko05017,R120124940
ko05020,R120124940
ko05022,R120124940
ko05130,R120124940
ko05131,R120124940
ko05132,R120124940
ko05134,R120124940
ko05145,R120124940
ko05152,R120124940
ko05160,R120124940
ko05161,R120124940
ko05162,R120124940
ko05163,R120124940
ko05164,R120124940
ko05167,R120124940
ko05168,R120124940
ko05169,R120124940
ko05170,R120124940
ko05200,R120124940
ko05210,R120124940
ko05222,R120124940
ko05416,R120124940
ko00906,R120403960
ko01100,R120403960
ko01110,R120403960
ko00480,R120252910
ko00980,R120252910
ko00982,R120252910
ko00983,R120252910
ko01100,R120252910
ko01524,R120252910
ko04212,R120252910
ko05200,R120252910
ko05204,R120252910
ko05225,R120252910
ko05418,R120252910
ko04016,R120190160
ko04075,R120259220
ko04020,R120164920
ko04218,R120164920
ko04621,R120164920
ko05010,R120164920
ko05012,R120164920
ko05014,R120164920
ko05017,R120164920
ko05020,R120164920
ko05022,R120164920
ko00730,R120192290
ko00900,R120192290
ko01100,R120192290
ko01110,R120192290
ko00440,R120066650
ko00564,R120066650
ko00565,R120066650
ko01100,R120066650
ko01110,R120066650
ko04141,R120080220
ko04151,R120080220
ko04626,R120080220
ko04657,R120080220
ko04915,R120080220
ko04918,R120080220
ko05132,R120080220
ko05200,R120080220
ko05215,R120080220
ko05418,R120080220
ko05010,R120112840
ko00190,R120190900
ko01100,R120190900
ko04714,R120190900
ko05010,R120190900
ko05012,R120190900
ko05014,R120190900
ko05016,R120190900
ko05020,R120190900
ko05022,R120190900
ko00860,R120309460
ko01110,R120309460
ko00940,R120228270
ko01100,R120228270
ko01110,R120228270
ko03030,R120116190
ko03410,R120116190
ko03420,R120116190
ko03008,R120153560
ko04064,R120153560
ko04137,R120153560
ko04139,R120153560
ko04310,R120153560
ko04520,R120153560
ko04712,R120153560
ko05010,R120153560
ko05020,R120153560
ko05022,R120153560
ko05162,R120153560
ko05235,R120153560
ko04130,R120297510
ko04919,R120238200
ko00480,R120103810
ko00980,R120103810
ko00982,R120103810
ko00983,R120103810
ko01100,R120103810
ko01524,R120103810
ko04212,R120103810
ko05200,R120103810
ko05204,R120103810
ko05225,R120103810
ko05418,R120103810
ko00130,R120002170
ko01100,R120002170
ko01110,R120002170
ko01240,R120002170
ko04140,R120349050
ko04152,R120349050
ko04211,R120349050
ko04920,R120349050
ko04921,R120349050
ko05034,R120349050
ko00130,R120058680
ko00940,R120058680
ko00941,R120058680
ko00945,R120058680
ko01100,R120058680
ko01110,R120058680
ko01220,R120058680
ko03420,R120068360
ko00860,R120190630
ko01100,R120190630
ko01110,R120190630
ko01120,R120190630
ko01240,R120190630
ko04110,R120252430
ko04111,R120252430
ko05166,R120252430
ko00270,R120054590
ko01100,R120054590
ko01110,R120054590
ko01230,R120054590
ko01240,R120054590
ko03040,R120202660
ko02040,R120378810
ko00564,R120309530
ko00565,R120309530
ko01100,R120309530
ko01110,R120309530
ko04014,R120309530
ko04024,R120309530
ko04071,R120309530
ko04072,R120309530
ko04144,R120309530
ko04666,R120309530
ko04724,R120309530
ko04912,R120309530
ko04928,R120309530
ko05200,R120309530
ko05212,R120309530
ko05231,R120309530
ko03460,R120096430
ko00906,R120002190
ko01100,R120002190
ko01110,R120002190
ko04141,R120146120
ko05110,R120146120
ko00906,R120398680
ko01100,R120398680
ko01110,R120398680
ko00500,R120250280
ko01100,R120250280
ko00860,R120293410
ko01110,R120293410
ko00071,R120360790
ko00410,R120360790
ko00592,R120360790
ko00640,R120360790
ko01040,R120360790
ko01100,R120360790
ko01110,R120360790
ko01200,R120360790
ko01212,R120360790
ko03320,R120360790
ko04024,R120360790
ko04146,R120360790
ko03040,R120403020
ko04340,R120226850
ko04341,R120226850
ko04016,R120072150
ko04075,R120072150
ko00071,R120213720
ko03010,R120155110
ko03015,R120145680
ko05164,R120145680
ko03015,R120214980
ko04071,R120214980
ko04111,R120214980
ko04113,R120214980
ko04114,R120214980
ko04151,R120214980
ko04152,R120214980
ko04261,R120214980
ko04350,R120214980
ko04390,R120214980
ko04391,R120214980
ko04530,R120214980
ko04728,R120214980
ko04730,R120214980
ko05142,R120214980
ko05160,R120214980
ko05165,R120214980
ko04140,R120206300
ko04141,R120206300
ko04210,R120206300
ko04932,R120206300
ko05010,R120206300
ko05012,R120206300
ko05014,R120206300
ko05016,R120206300
ko05017,R120206300
ko05022,R120206300
ko00230,R120079180
ko01100,R120079180
ko00514,R120087730
ko04075,R120286220
ko00920,R120091120
ko01100,R120091120
ko01120,R120091120
ko00010,R120098470
ko00230,R120098470
ko00620,R120098470
ko01100,R120098470
ko01110,R120098470
ko01120,R120098470
ko01200,R120098470
ko01230,R120098470
ko01240,R120098470
ko04922,R120098470
ko04930,R120098470
ko05165,R120098470
ko05203,R120098470
ko05230,R120098470
ko00520,R120150770
ko01100,R120150770
ko00480,R120195860
ko00980,R120195860
ko00982,R120195860
ko00983,R120195860
ko01100,R120195860
ko01524,R120195860
ko04212,R120195860
ko05200,R120195860
ko05204,R120195860
ko05225,R120195860
ko05418,R120195860
ko00380,R120187410
ko01100,R120187410
ko03010,R120254420
ko05171,R120254420
ko00250,R120228250
ko00260,R120228250
ko00270,R120228250
ko00280,R120228250
ko01100,R120228250
ko01110,R120228250
ko04144,R120107280
ko04217,R120107280
ko00010,R120262810
ko00030,R120262810
ko00051,R120262810
ko00052,R120262810
ko00680,R120262810
ko01100,R120262810
ko01110,R120262810
ko01120,R120262810
ko01200,R120262810
ko01230,R120262810
ko03018,R120262810
ko04066,R120262810
ko04152,R120262810
ko04919,R120262810
ko04922,R120262810
ko05230,R120262810
ko00500,R120033440
ko01100,R120033440
ko01110,R120033440
ko04146,R120052990
ko03020,R120384120
ko05016,R120384120
ko04080,R120341530
ko04214,R120341530
ko04979,R120341530
ko05166,R120341530
ko03010,R120114170
ko05171,R120114170
ko00564,R120295830
ko00565,R120295830
ko01100,R120295830
ko01110,R120295830
ko04014,R120295830
ko04024,R120295830
ko04071,R120295830
ko04072,R120295830
ko04144,R120295830
ko04666,R120295830
ko04724,R120295830
ko04912,R120295830
ko04928,R120295830
ko05200,R120295830
ko05212,R120295830
ko05231,R120295830
ko04075,R120178820
ko00051,R120185570
ko00520,R120185570
ko01100,R120185570
ko01110,R120185570
ko01240,R120185570
ko05034,R120249670
ko00051,R120245870
ko01100,R120245870
ko04144,R120186720
ko04721,R120186720
ko04961,R120186720
ko05016,R120186720
ko04120,R120188360
ko03013,R120269770
ko03015,R120269770
ko04721,R120103420
ko00052,R120151420
ko01100,R120151420
ko04013,R120298100
ko04068,R120298100
ko04146,R120298100
ko04211,R120298100
ko04212,R120298100
ko04213,R120298100
ko05016,R120298100
ko04144,R120028560
ko04152,R120086700
ko04211,R120086700
ko04920,R120086700
ko04932,R120086700
ko04910,R120154170
ko00350,R120207500
ko00360,R120207500
ko00380,R120207500
ko00901,R120207500
ko00950,R120207500
ko00965,R120207500
ko01100,R120207500
ko01110,R120207500
ko04361,R120207500
ko04726,R120207500
ko04728,R120207500
ko05030,R120207500
ko05031,R120207500
ko05034,R120207500
ko00380,R120380280
ko00020,R120234470
ko00310,R120234470
ko00380,R120234470
ko01100,R120234470
ko01110,R120234470
ko01120,R120234470
ko01200,R120234470
ko03013,R120119720
ko03015,R120119720
ko03040,R120119720
ko03010,R120119150
ko05171,R120119150
ko04141,R120186380
ko04614,R120181970
ko05143,R120181970
ko00290,R120284790
ko00620,R120284790
ko01100,R120284790
ko01110,R120284790
ko01210,R120284790
ko01230,R120284790
ko00790,R120189010
ko01100,R120189010
ko01240,R120189010
ko01523,R120189010
ko03050,R120259230
ko05010,R120259230
ko05012,R120259230
ko05014,R120259230
ko05016,R120259230
ko05017,R120259230
ko05020,R120259230
ko05022,R120259230
ko03010,R120063970
ko05171,R120063970
ko03013,R120001150
ko03015,R120001150
ko03018,R120001150
ko03440,R120283360
ko03460,R120283360
ko04141,R120014870
ko05130,R120014870
ko00250,R120132570
ko01100,R120132570
ko01110,R120132570
ko01230,R120132570
ko03018,R120382750
ko00780,R120251370
ko01100,R120251370
ko03010,R120367730
ko05171,R120367730
ko03018,R120158330
ko03040,R120158330
ko00195,R120273660
ko00020,R120208380
ko00640,R120208380
ko01100,R120208380
ko01110,R120208380
ko01120,R120208380
ko01200,R120208380
ko00480,R120285650
ko00980,R120285650
ko00982,R120285650
ko00983,R120285650
ko01100,R120285650
ko01524,R120285650
ko04212,R120285650
ko05200,R120285650
ko05204,R120285650
ko05225,R120285650
ko05418,R120285650
ko00030,R120016660
ko00710,R120016660
ko01100,R120016660
ko01110,R120016660
ko01120,R120016660
ko01200,R120016660
ko01230,R120016660
ko00500,R120289710
ko01110,R120289710
ko03010,R120099260
ko00240,R120143440
ko01100,R120143440
ko01240,R120143440
ko04075,R120176040
ko03010,R120174870
ko05171,R120174870
ko00563,R120064180
ko01100,R120064180
ko03018,R120296800
ko04075,R120303990
ko03020,R120163120
ko04623,R120163120
ko00260,R120269280
ko00270,R120269280
ko00680,R120269280
ko01100,R120269280
ko01110,R120269280
ko01120,R120269280
ko01200,R120269280
ko01230,R120269280
ko00030,R120265600
ko00480,R120265600
ko01100,R120265600
ko01110,R120265600
ko01120,R120265600
ko01200,R120265600
ko05230,R120265600
ko03010,R120236800
ko05171,R120236800
ko03010,R120075300
ko05171,R120075300
ko00220,R120192000
ko00250,R120192000
ko01100,R120192000
ko01110,R120192000
ko01230,R120192000
ko03010,R120030140
ko05171,R120030140
ko04626,R120308190
ko04145,R120241710
ko04540,R120241710
ko05010,R120241710
ko05012,R120241710
ko05014,R120241710
ko05016,R120241710
ko05020,R120241710
ko05022,R120241710
ko05130,R120241710
ko05132,R120241710
ko00330,R120068590
ko01100,R120068590
ko03010,R120238190
ko04075,R120142400
ko04141,R120331160
ko00010,R120064840
ko00030,R120064840
ko00051,R120064840
ko00052,R120064840
ko00680,R120064840
ko01100,R120064840
ko01110,R120064840
ko01120,R120064840
ko01200,R120064840
ko01230,R120064840
ko03018,R120064840
ko04066,R120064840
ko04152,R120064840
ko04919,R120064840
ko04922,R120064840
ko05230,R120064840
ko00860,R120255490
ko00900,R120255490
ko01100,R120255490
ko01110,R120255490
ko03010,R120057490
ko05171,R120057490
ko03060,R120166570
ko04141,R120166570
ko04145,R120166570
ko05110,R120166570
ko00920,R120287120
ko01100,R120287120
ko01120,R120287120
ko00040,R120294750
ko00052,R120294750
ko00500,R120294750
ko00520,R120294750
ko00541,R120294750
ko01100,R120294750
ko01110,R120294750
ko01240,R120294750
ko00061,R120163420
ko00780,R120163420
ko01100,R120163420
ko01212,R120163420
ko01240,R120163420
ko00500,R120105350
ko01100,R120105350
ko02020,R120105350
ko03010,R120302460
ko05171,R120302460
ko00053,R120359680
ko00480,R120359680
ko01100,R120359680
ko00190,R120336470
ko01100,R120336470
ko04145,R120336470
ko04150,R120336470
ko04721,R120336470
ko04966,R120336470
ko05110,R120336470
ko05120,R120336470
ko05165,R120336470
ko05323,R120336470
ko00564,R120224230
ko00565,R120224230
ko01100,R120224230
ko04146,R120090160
ko04626,R120198040
ko00010,R120040020
ko00030,R120040020
ko00051,R120040020
ko00052,R120040020
ko00680,R120040020
ko01100,R120040020
ko01110,R120040020
ko01120,R120040020
ko01200,R120040020
ko01230,R120040020
ko03018,R120040020
ko04066,R120040020
ko04152,R120040020
ko04919,R120040020
ko04922,R120040020
ko05230,R120040020
ko00520,R120032530
ko01100,R120032530
ko04626,R120002080
ko03040,R120270220
ko00860,R120034400
ko01100,R120034400
ko01110,R120034400
ko00310,R120047090
ko01100,R120047090
ko04138,R120222880
ko00562,R120114820
ko01100,R120114820
ko04011,R120114820
ko04070,R120114820
ko04072,R120114820
ko04139,R120114820
ko04144,R120114820
ko04510,R120114820
ko04666,R120114820
ko04810,R120114820
ko05135,R120114820
ko05231,R120114820
ko00904,R120143240
ko01110,R120143240
ko00480,R120363340
ko00980,R120363340
ko00982,R120363340
ko00983,R120363340
ko01100,R120363340
ko01524,R120363340
ko04212,R120363340
ko05200,R120363340
ko05204,R120363340
ko05225,R120363340
ko05418,R120363340
ko00051,R120363780
ko01100,R120363780
ko03030,R120102260
ko04110,R120102260
ko04111,R120102260
ko04113,R120102260
ko04141,R120139950
ko00910,R120327200
ko01100,R120327200
ko00940,R120054480
ko01100,R120054480
ko01110,R120054480
ko03030,R120146330
ko00910,R120139160
ko01100,R120139160
ko00904,R120190140
ko01100,R120190140
ko01110,R120190140
ko00100,R120198130
ko00561,R120198130
ko00564,R120198130
ko00565,R120198130
ko00590,R120198130
ko00591,R120198130
ko00592,R120198130
ko01100,R120198130
ko01110,R120198130
ko00195,R120273060
ko00940,R120221850
ko01100,R120221850
ko01110,R120221850
ko00563,R120029950
ko01100,R120029950
ko00940,R120052370
ko00941,R120052370
ko00945,R120052370
ko01100,R120052370
ko01110,R120052370
ko04130,R120021030
